lon,lat,course,timestamp,speed,seg_id,timestamp_destination,lon_destination,lat_destination
68.9653,77.3284166667,291.700012207,2017-04-26 00:10:47+00:00,0.1000000015,273133200-2017-04-22T00:14:45.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
69.1491166667,77.19105,134.1999969482,2017-04-27 06:24:17+00:00,0.3000000119,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
69.3810833333,77.3108333333,238.3000030518,2017-04-28 02:23:49+00:00,0.1000000015,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
69.32563333333333,77.2626,187.8,2017-04-29 00:07:40+00:00,0.4,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
69.0510333333,77.3544,314.5,2017-04-30 01:26:30+00:00,0.6000000238,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.5872333333,77.2502666667,205.8999938965,2017-05-01 00:22:00+00:00,0.6000000238,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.2532833333,77.3404166667,49.2000007629,2017-05-02 02:04:50+00:00,0.1000000015,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.61585,77.3654666667,40.0,2017-05-03 01:26:20+00:00,0.3000000119,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.89385,77.4804,313.5,2017-05-04 02:42:18+00:00,0.200000003,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.7273666667,77.6742,324.5,2017-05-05 00:56:36+00:00,0.5,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
69.01536666666667,77.32178333333333,276.7,2017-05-06 01:00:33+00:00,0.9,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
67.5415666667,77.2890666667,253.1999969482,2017-05-07 00:25:57+00:00,0.8000000119,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
69.3583,77.33125,238.5,2017-05-08 00:47:39+00:00,0.6000000238,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.7872166667,77.36085,267.8999938965,2017-05-09 01:07:34+00:00,0.3000000119,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
70.9693333333,76.2929,21.3999996185,2017-05-10 00:27:47+00:00,0.200000003,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.67878,75.0795616667,149.6000061035,2017-05-11 00:58:51+00:00,10.1000003815,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
73.3944133333,72.23895,203.1000061035,2017-05-12 01:31:32+00:00,0.6000000238,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.07042666666666,71.28024,18.7,2017-05-13 01:49:16+00:00,0.0,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.07037333333334,71.28024,328.5,2017-05-14 01:31:26+00:00,0.0,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.0704,71.2802666667,36.5999984741,2017-05-15 01:27:00+00:00,0.0,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.1194266667,71.33802,350.799987793,2017-05-16 00:33:19+00:00,0.0,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.11944,71.33802666666666,76.2,2017-05-17 02:06:25+00:00,0.0,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.9822,72.02875,14.3999996185,2017-05-18 00:48:50+00:00,13.1999998093,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
72.5200033333,74.7735566667,257.799987793,2017-05-19 01:06:43+00:00,0.1000000015,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
67.13984,77.26509333333334,257.0,2017-05-20 01:00:03+00:00,9.5,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
51.90458666666667,75.54042666666666,220.9,2017-05-21 00:39:31+00:00,10.7,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
42.162,72.3458,218.8000030518,2017-05-22 00:36:07+00:00,10.0,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
34.1362666667,69.5357333333,246.0,2017-05-23 01:06:51+00:00,4.9000000954,273133200-2017-04-27T06:24:17.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
